student,1.a,comment,grade,1.b,comment,grade,1.c,comment,grade,1.d,comment,grade,1.e,comment,grade,1.f,comment,grade,1.g,comment,grade,1.h,comment,grade
A0231952H,"select distinct c.ssn
from customers c, credit_cards cc, transactions t
where c.ssn=cc.ssn and cc.number=t.number
and t.datetime between '2017-12-25 0:00:00' and '2017-12-25 24:00:00' and cc.type='visa';",,,"select distinct m.ssn, m.first_name, m.last_name
from (select distinct c.ssn, c.first_name, c.last_name
	  from customers c, credit_cards cc
	  where c.ssn=cc.ssn and cc.type='visa' and c.country='Singapore'
	  order by c.first_name) m, credit_cards cc
where m.ssn=cc.ssn and cc.type='jcb' 
order by m.ssn;",,,"select c.ssn, count(cc.number) as number_of_credit_card 
from customers c left join credit_cards cc on c.ssn=cc.ssn
group by c.ssn
order by number_of_credit_card;",,,"select cc3.ssn, cc3.type, count(cc3.number) as number_of_credit_card 
from 
(select t.type, t.ssn, cc1.number
from (select distinct cc2.type, c.ssn
from credit_cards cc2, customers c) as t left join credit_cards cc1 
on t.ssn=cc1.ssn and t.type=cc1.type
order by t.ssn, t.type) as cc3
group by cc3.ssn, cc3.type
order by cc3.ssn, cc3.type, number_of_credit_card;",,,"select c.country, count(distinct c.ssn)
from customers c, merchants m, (select m.code, cc.ssn, cc.number, t.identifier
from merchants m, transactions t, credit_cards cc
where t.code=m.code and cc.number=t.number) as tcm
where tcm.code=m.code and tcm.ssn=c.ssn and c.country<>m.country
group by c.country;",,,"select tttt.identifier, tttt.type, ttt.maxamount
from (select tt.type, max(tt.amount) as maxamount
	  from (select cc.type, cc.ssn, cc.number, t.identifier, t.amount
			from transactions t, credit_cards cc
			where cc.number=t.number) as tt
	  group by tt.type
	  order by tt.type) as ttt, (select cc.type, cc.number, t.identifier, t.amount
								 from transactions t, credit_cards cc
								 where cc.number=t.number) as tttt
where tttt.type=ttt.type and tttt.amount=ttt.maxamount
order by tttt.type;",,,"select tt.identifier, tt.type, tt.amount
from (select cc.type, cc.ssn, cc.number, t.identifier, t.amount
from transactions t, credit_cards cc
where cc.number=t.number) as tt
where tt.amount>=all(
select tt1.amount 
	from (select cc.type, cc.ssn, cc.number, t.identifier, t.amount
		  from transactions t, credit_cards cc
		  where cc.number=t.number) as tt1 
	where tt1.type=tt.type)
order by tt.type;",,,"select m.code, m.name
from merchants m, (select max(mm.amount) as maxamount, mm.code
from (select m.code, cc.ssn, cc.number, cc.type, t.identifier,t.amount
	  from merchants m, transactions t, credit_cards cc
	  where (t.code=m.code and cc.number=t.number) and 
	  (cc.type like '%visa%' or cc.type like '%diners-club%')) as mm
group by mm.code) as mmm
where m.code=mmm.code and maxamount<888
order by m.code;",,
A0231953E,"select distinct ssn
from credit_cards cr, transactions t
where t.number = cr.number
and cr.type = 'visa'
and t.datetime >= '2017-12-25 00:00:00'
and t.datetime < '2017-12-26 00:00:00';",,,"select distinct cu.ssn, first_name, last_name
from customers cu, credit_cards cr
where country = 'Singapore'
and cu.ssn = cr.ssn
and type = 'jcb'
intersect
select distinct cu.ssn, first_name, last_name
from customers cu, credit_cards cr
where country = 'Singapore'
and cu.ssn = cr.ssn
and type = 'visa';",,,"select distinct cr.ssn, count(distinct cr.number) as number_of_cards
from credit_cards cr
group by cr.ssn
union
(select distinct cu1.ssn, 0 as number_of_cards
 from customers cu1
 except
 select distinct cr2.ssn, 0 as number_of_cards
 from credit_cards cr2)
order by number_of_cards;",,,"select distinct cr.ssn, cr.type, count(distinct cr.number) as number_of_cards
from credit_cards cr
group by cr.ssn, cr.type
union
(select distinct cu1.ssn, cr1.type, 0 as number_of_cards
 from customers cu1, credit_cards cr1
except
select distinct cr2.ssn, cr2.type, 0 as number_of_cards
from credit_cards cr2)
order by ssn, type, number_of_cards;",,,"select distinct cu.country, count(distinct cu.ssn)
from customers cu, merchants m, transactions t, credit_cards cr
where cu.country <> m.country
and m.code = t.code
and t.number = cr.number
and cr.ssn = cu.ssn
group by cu.country;",,,"select t.identifier, cr.type, max_amount
from transactions t, credit_cards cr, (
	select cr.type, max(t1.amount) as max_amount 
	from credit_cards cr, transactions t1
	where cr.number = t1.number
	group by cr.type) as A
where t.amount = A.max_amount
and cr.number = t.number
and cr.type = A.type
order by type;",,,"select t.identifier, type, amount
from credit_cards cr, transactions t
where cr.number = t.number
and t.amount >= all(
	select t1.amount 
	from credit_cards cr1, transactions t1 
	where cr1.number = t1.number 
	and cr1.type = cr.type)
order by type;",,,"select code, name
from merchants m
except
(select distinct m1.code, m1.name
from merchants m1, transactions t1, credit_cards cr1
where t1.code = m1.code
and t1.number = cr1.number
and cr1.type in (
	select distinct cr2.type
	from credit_cards cr2
	where cr2.type like '%diners-club%' or cr2.type like 'visa')
and amount >= 888);",,
A0231956Y,"SELECT DISTINCT cc.ssn
FROM transactions t, credit_cards cc
WHERE cc.number = t.number
	and cc.type ='visa'
	and DATE(t.datetime)='2017-12-25';",,,"SELECT c.first_name,c.last_name,c.ssn
FROM customers c
WHERE c.ssn in(
	SELECT cc1.ssn
	FROM credit_cards cc1, credit_cards cc2
	WHERE c.ssn=cc1.ssn
	and c.ssn=cc2.ssn
	and cc1.ssn=cc2.ssn
	and c.country='Singapore'
	and (cc1.type='visa'and cc2.type='jcb'))
ORDER BY first_name, last_name;",,,"SELECT c.ssn,
	(CASE
	 	WHEN COUNT(cc.ssn) IS NULL THEN 0
	 	ELSE COUNT(cc.ssn)
	 END) as cc_count
FROM customers c
LEFT JOIN credit_cards cc
	ON c.ssn=cc.ssn
GROUP BY c.ssn, cc.ssn
ORDER BY c.ssn;",,,"SELECT c.ssn,cc.type,count(cc.type)
FROM customers c, credit_cards cc
WHERE c.ssn=cc.ssn
GROUP BY c.ssn,cc.type
UNION
SELECT c.ssn,cc.type,0
FROM customers c, credit_cards cc
WHERE (c.ssn,cc.type) NOT IN(
	SELECT c.ssn,cc.type
	FROM customers c, credit_cards cc
	WHERE c.ssn=cc.ssn
	GROUP BY c.ssn,cc.type
	ORDER BY c.ssn)
GROUP BY c.ssn,cc.type
ORDER BY ssn ASC, type ASC;",,,"SELECT c.country, COUNT (DISTINCT c.ssn) 
FROM customers c, credit_cards cc, 
	merchants m, transactions t
WHERE c.ssn = cc.ssn 
	and cc.number = t.number 
	and t.code = m.code 
	and c.country != m.country
GROUP BY c.country
ORDER BY c.country;",,,"SELECT t.identifier
FROM transactions t, credit_cards cc
WHERE t.number=cc.number
	and (cc.type,t.amount) IN(
		SELECT cc.type,max(t.amount)
		FROM transactions t, credit_cards cc
		WHERE t.number=cc.number
		GROUP BY cc.type)
ORDER BY t.identifier ASC;",,,"SELECT t1.identifier 
FROM transactions t1, credit_cards cc1
WHERE t1.number=cc1.number
	and t1.amount >= ALL(
		SELECT t2.amount
		FROM transactions t2, credit_cards cc2
		WHERE t2.number=cc2.number
			and cc1.type=cc2.type)
ORDER BY t1.identifier;",,,"SELECT m.code,m.name
FROM merchants m
WHERE (m.code,m.name) NOT IN(
	SELECT m.code, m.name
	FROM transactions t, credit_cards cc, merchants m
	WHERE t.number=cc.number
		and t.code=m.code
		and (cc.type LIKE '%visa%' or cc.type LIKE '%diners-club%')
		and t.amount>=888)
ORDER BY m.name,m.code;",,
A0231957X,"SELECT cc.ssn,EXTRACT(day FROM T.datetime) AS DAY, EXTRACT(month FROM T.datetime) AS MONTH
FROM credit_cards cc, transactions t
WHERE cc.type='visa' 
AND cc.number=t.number
AND EXTRACT(day FROM T.datetime)=25
AND EXTRACT(month FROM T.datetime)=12
AND EXTRACT(year FROM T.datetime)=2017;",,,"SELECT cu.first_name, cu.last_name,  cu.ssn
FROM customers cu, credit_cards cc
WHERE cu.ssn=cc.ssn
AND cc.type='JCB' OR cc.type='visa'
GROUP BY cu.ssn, cu.first_name, cu.last_name;",,,"SELECT cu.ssn, count(cc.number)
FROM customers cu full outer join credit_cards cc on cu.ssn=cc.ssn
group by cu.ssn;",,,,,,"select cu.country, count(cu.ssn)
from customers cu
where cu.ssn in(
select cu.ssn
from customers cu, credit_cards cc,transactions t,merchants m
where cu.ssn=cc.ssn
and cc.number=t.number
and t.code=m.code
and m.country<>cu.country)
group by cu.country;",,,"select frm.maz,frm.tp
from (select max(t.amount) as maz,cc.type as tp
	  from credit_cards cc, transactions t
	  where cc.number=t.number
	  group by cc.type) as frm;",,,"select cc.type,t.identifier
from credit_cards cc, transactions t
where t.amount>=ALL(select t.amount
					from credit_cards cc, transactions t
					where cc.number=t.number 
					GROUP BY cc.type,t.amount) 
					and cc.number=t.number
					group by cc.type,t.identifier;",,,"select m.code,m.name
from merchants m
where m.code not in
(select m.code
from merchants m, transactions t,credit_cards cc
where t.code=m.code
and cc.number=t.number
and t.amount>=888
and cc.type='visa' or cc.type='diners-club');",,
A0231958W(timeout),"SELECT c.ssn
FROM customers c, transactions t, credit_cards d
WHERE
(t.datetime BETWEEN '2017-12-25 00:00:00.000000' AND '2017-12-25 23:59:59.999999')
AND (d.type = 'visa');",,,"SELECT c.first_name, c.last_name
FROM customers c, credit_cards d
WHERE c.country = 'Singapore'
AND (d.type ='jcb' OR d.type = 'visa')
GROUP BY c.first_name, c.last_name
ORDER BY c.first_name, c.last_name;",,,"SELECT c.ssn,
(CASE
 WHEN count(*) is null
 THEN 0
 ELSE count(*) END) AS nb_credit_cards
FROM customers c, credit_cards d
WHERE c.ssn = d.ssn
GROUP BY c.ssn
ORDER BY count(*);",,,"SELECT c.ssn, d.type, 
(CASE
 WHEN count(*) is null
 THEN 0
 ELSE count(*) END) AS nb_credit_cards
FROM customers c, credit_cards d
WHERE c.ssn = d.ssn
GROUP BY c.ssn, d.type
ORDER BY c.ssn;",,,"SELECT c.country, count(c.ssn)
FROM customers c, credit_cards d, merchants m, transactions t
WHERE t.number = d.number AND  t.code = m.code AND d.ssn = c.ssn
GROUP BY c.country
HAVING count(c.ssn) = ALL (
	SELECT count(c.ssn)
	FROM customers c1, merchants m1
	WHERE c1.country <> m1.country);",,,"SELECT t.identifier, d.type, max(t.amount)
FROM transactions t, credit_cards d
GROUP BY t.identifier, d.type;",,,"SELECT t1.identifier, d.type, t1.amount
FROM transactions t1, credit_cards d
WHERE t1.amount >= ALL (
	SELECT t2.amount
	FROM transactions t2
	WHERE t1.identifier = t2.identifier)
GROUP BY t1.identifier, d.type;",,,"SELECT m.code, m.name
FROM merchants m, credit_cards d, transactions t
WHERE NOT EXISTS (
	SELECT d.type, t.amount
	WHERE d.type LIKE 'visa%' OR d.type LIKE 'diners-club%' AND t.amount >= 888)
GROUP BY m.code, m.name
ORDER BY m.code, m.name;",,
A0231971E,"SELECT DISTINCT cr.ssn
FROM credit_cards cr, transactions t
WHERE cr.number = t.number
AND (t.datetime BETWEEN '2017-12-25 00:00:00.000000' AND '2017-12-25 23:59:59.999999')
AND cr.type = 'visa';",,,"SELECT cu.first_name, cu.last_name
FROM  customers cu
WHERE cu.country = 'Singapore'
AND cu.ssn IN (
	SELECT DISTINCT ssn
	FROM credit_cards cr
	WHERE cr.type = 'jcb'
	INTERSECT	
	SELECT DISTINCT ssn
	FROM credit_cards cr
	WHERE cr.type = 'visa');",,,"SELECT q1c.ssn, count(q1c.number)
FROM (SELECT cu.ssn, cr.number
	  FROM customers cu LEFT OUTER JOIN credit_cards cr ON cu.ssn = cr.ssn
	  GROUP BY cu.ssn, cr.number
	  ORDER BY cu.ssn, cr.number) AS q1c
GROUP BY q1c.ssn;",,,"SELECT q1d.ssn, q1d.type, count(q1d.number)
FROM (SELECT cu.ssn, cr.type, cr.number
	  FROM customers cu LEFT OUTER JOIN credit_cards cr ON cu.ssn = cr.ssn
	  GROUP BY cu.ssn, cr.type, cr.number
	  ORDER BY cu.ssn, cr.type) AS q1d
GROUP BY q1d.ssn, q1d.type;",,,"SELECT cu.country, count(*)
FROM customers cu, credit_cards cr, merchants m, transactions t
WHERE cu.ssn = cr.ssn
AND cr.number = t.number 
AND t.code = m.code
AND m.country <> cu.country
GROUP BY cu.country;",,,"SELECT t.identifier, t.amount
FROM transactions t
WHERE t.amount IN (
	SELECT MAX(t.amount)
	FROM transactions t, credit_cards cr
	WHERE cr.number = t.number
	GROUP BY cr.type)
ORDER BY t.amount;",,,"SELECT t.identifier, t.amount
FROM transactions t
WHERE t.amount IN (
	SELECT temp1.amount
	FROM (SELECT cr1.type, t1.amount
		  FROM credit_cards cr1, transactions t1
	 	  WHERE cr1.number = t1.number
		  GROUP BY cr1.type, t1.amount
		  ORDER BY cr1.type, t1.amount desc) AS temp1
	WHERE temp1.amount >= ALL (
		SELECT temp2.amount
		FROM (SELECT cr2.type, t2.amount
			  FROM credit_cards cr2, transactions t2
			  WHERE cr2.number = t2.number
			  GROUP BY cr2.type, t2.amount
			  ORDER BY cr2.type, t2.amount desc) AS temp2
		WHERE temp1.type = temp2.type))
ORDER BY t.amount;",,,"SELECT m.code, m.name 
FROM merchants m LEFT OUTER JOIN(
	SELECT m.code, m.name
	FROM merchants m
	WHERE m.code IN(
		SELECT t.code
		FROM transactions t
		WHERE t.amount >= 888
		AND t.number in (
			SELECT t.number 
			FROM credit_cards cr, transactions t
			WHERE t.number = cr.number
			AND (cr.type = 'visa' or cr.type = 'diners-club')))) AS opp
ON m.code = opp.code
WHERE opp.code ISNULL;",,
A0231973B,"SELECT DISTINCT c.ssn 
FROM customers c, credit_cards cc, transactions t
WHERE c.ssn = cc.ssn
AND cc.number = t.number
AND t.datetime::date = '2017-12-25'
AND cc.type = 'visa';",,,"SELECT c.first_name, c.last_name
FROM customers c, credit_cards cc
WHERE c.ssn = cc.ssn 
AND c.country ='Singapore'
AND cc.type = 'jcb'
INTERSECT 
SELECT c.first_name, c.last_name
FROM customers c, credit_cards cc
WHERE c.ssn = cc.ssn
AND c.country ='Singapore'
AND cc.type = 'visa';",,,"SELECT c.ssn, COUNT(cc.number) AS nb_cc
FROM customers c LEFT JOIN credit_cards cc ON c.ssn = cc.ssn 
GROUP BY c.ssn;",,,"SELECT cust_cc.ssn, cust_cc.type, COUNT(cc.number)
FROM (SELECT DISTINCT c.ssn, cc.type 
	  FROM customers c, credit_cards cc) AS cust_cc
LEFT JOIN credit_cards cc ON cust_cc.ssn = cc.ssn AND cust_cc.type = cc.type
GROUP BY cust_cc.ssn, cust_cc.type;",,,"SELECT c.country AS customer_country, COUNT(*) AS nb_customers_buying_abroad
FROM customers c, credit_cards cc, transactions t, merchants m
WHERE c.ssn = cc.ssn
AND cc.number = t.number
AND t.code = m.code
AND c.country <> m.country
GROUP BY c.country;",,,"SELECT t.identifier, cc.type
FROM transactions t LEFT JOIN credit_cards cc ON t.number = cc.number
WHERE (cc.type, t.amount) = ANY (
	SELECT cc.type, MAX(t.amount)
	FROM transactions t LEFT JOIN credit_cards cc ON t.number = cc.number
	GROUP BY cc.type);",,,"SELECT table1.identifier, table1.type
FROM (transactions t1 LEFT JOIN credit_cards cc1 ON t1.number = cc1.number) AS table1
WHERE NOT EXISTS (SELECT (table2.type, table2.amount) 
				  FROM (transactions t2 LEFT JOIN credit_cards cc2 ON t2.number = cc2.number) AS table2
				  WHERE table1.type = table2.type
				  AND table1.amount < table2.amount);",,,"SELECT m.code, m.name, cc.type, t.amount
FROM credit_cards cc, transactions t, merchants m
WHERE cc.number = t.number
AND m.code = t.code
AND NOT( (cc.type = 'visa' OR cc.type ='diners-club') 
		 AND t.amount >=888);",,
A0231974Y,"Select distinct c.ssn, c.first_name, c.last_name
From Customers AS c, Transactions AS t, Credit_cards AS cc
Where cc.type = 'visa' AND t.datetime Between '2017-12-24 23:59:59.999999' AND '2017-12-25 23:59:59.999999'
AND c.ssn = cc.ssn;",,,"Select c.first_name, c.last_name
From customers c Inner Join credit_cards cc ON c.ssn = cc.ssn Inner Join Transactions t ON cc.number = t.number
AND c.country = 'Singapore' AND cc.type = ('visa')
INTERSECT
Select c.first_name, c.last_name
From customers c Inner Join credit_cards cc ON c.ssn = cc.ssn Inner Join Transactions t ON cc.number = t.number
AND c.country = 'Singapore' AND cc.type = ('jcb');",,,"Select c.ssn, count(cc.number)
From customers c LEFT Join credit_cards cc ON c.ssn = cc.ssn
Group By c.ssn
Order by count;",,,"Select c.ssn, cc.type, count(cc.number)
From customers c LEFT Join credit_cards cc ON c.ssn = cc.ssn
Group By c.ssn, cc.type
Order by c.ssn;",,,"Select c.country, count(distinct c.ssn)
From transactions t
Inner Join credit_cards cc ON t.number = cc.number
Inner Join customers c ON c.ssn = cc.ssn
Inner Join merchants m ON m.code = t.code
Where c.country <> m.country
Group By c.country;",,,"Select t.identifier
From transactions t
Join credit_cards cc ON t.number = cc.number
Where t.amount = (
	Select MAX(t1.amount)
	From transactions t1
	Join credit_cards cc1 on t1.number = cc1.number
	Where cc.type = cc1.type
);",,,"Select t.identifier
From transactions t
Join credit_cards cc ON t.number = cc.number
Where t.amount >= ALL(
	Select t1.amount
	From transactions t1
	Join credit_cards cc1 on t1.number = cc1.number
	Where cc.type = cc1.type
);",,,"Select m.code
From merchants m
Where m.code NOT IN(
	Select m.code
	From transactions t
	Inner Join merchants m ON t.code = m.code
	Inner Join credit_cards cc ON t.number = cc.number
	Where t.amount >= 888
	AND (cc.type IN ('visa', 'diners-club'))
);",,
A0231975X,"Select DISTINCT c.ssn
From customers c, credit_cards k, merchants m, transactions t
Where c.ssn = k.ssn
AND k.number = t.number
AND m.code = t.code
AND k.type = 'visa'
AND EXTRACT(DAY FROM t.datetime) = 25;",,,"Select DISTINCT c.first_name, c.last_name, c.ssn
From customers c, credit_cards k
Where c.ssn = k.ssn
AND k.type = 'visa'
AND c.country = 'Singapore'
INTERSECT
Select DISTINCT c.first_name, c.last_name, c.ssn
From customers c, credit_cards k
Where c.ssn = k.ssn
AND k.type = 'jcb'
AND c.country = 'Singapore';",,,"Select c.ssn, count(k.number) as cards_number
From customers c LEFT OUTER JOIN credit_cards k ON c.ssn = k.ssn
GROUP BY c.ssn;",,,"Select c.ssn, k.type, count(k.number) as cards_number
From customers c LEFT OUTER JOIN credit_cards k ON c.ssn = k.ssn
GROUP BY c.ssn, k.type
ORDER BY c.ssn, k.type;",,,"Select c.country, count(distinct c.ssn) as customers_number
From customers c
	left join credit_cards k
	on c.ssn = k.ssn
	left join transactions t
	on k.number = t.number
	left join merchants m
	on t.code = m.code
Where c.country <> m.country
GROUP BY c.country;",,,"Select k.type, t.identifier 
From transactions t natural join credit_cards k 
    left join
	(select max(t.amount) as max_amount, k.type
	from transactions t left join credit_cards k
	on t.number=k.number 
	group by k.type) A 
	on A.max_amount=t.amount 
Where A.type= k.type;",,,"Select k1.type, t1.identifier 
From transactions t1 natural join credit_cards k1
Where t1.amount >= ALL(
	Select t2.amount
	From transactions t2 natural join credit_cards k2
	Where k1.type = k2.type);",,,"Select m.code, m.name
From merchants m
	left join transactions t
	on m.code = t.code
	left join credit_cards k
	on t.number = k.number
Where k.type like '%visa%' or k.type like '%diners-club%'
GROUP BY m.code, m.name
HAVING max(t.amount) < 888;",,
A0231979N,"SELECT c.ssn
FROM customers c, credit_cards cc, transactions t
WHERE c.ssn = cc.ssn AND cc.number = t.number
AND cc.type= 'visa' AND t.datetime::date ='2017-12-25'",,,"SELECT  c.first_name, c.last_name
FROM customers c, credit_cards cc
WHERE c.ssn = cc.ssn  AND c.country= 'Singapore' AND cc.type = 'jcb'
INTERSECT 
SELECT  c.first_name, c.last_name
FROM customers c, credit_cards cc
WHERE c.ssn = cc.ssn  AND c.country= 'Singapore' AND cc.type = 'visa'",,,"SELECT  c.ssn,COUNT(cc.number) as result
FROM customers c LEFT JOIN credit_cards cc ON c.ssn= cc.ssn
GROUP BY c.ssn
ORDER BY result",,,"SELECT sub.ssn, sub.type,COUNT(cc.number)
FROM  (SELECT DISTINCT c.ssn,cc.type FROM customers c,credit_cards cc) as sub
LEFT JOIN credit_cards cc ON sub.ssn = cc.ssn AND sub.type = cc.type
GROUP BY sub.ssn, sub.type
ORDER BY sub.ssn",,,"SELECT c.country, COUNT(*)
FROM customers c, credit_cards cc, transactions t, merchants m
WHERE c.ssn = cc.ssn AND t.number = cc.number AND t.code = m.code AND c.country != m.country
GROUP BY c.country",,,"SELECT cc.type,t.identifier
FROM credit_cards cc, transactions t 
WHERE cc.number = t.number
AND (cc.type,t.amount) IN (SELECT cc.type,MAX(t.amount) FROM  credit_cards cc, transactions t WHERE cc.number = t.number GROUP BY cc.type)
ORDER BY cc.type",,,"SELECT cc.type,t.identifier
FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND NOT EXISTS ( SELECT t2.identifier FROM credit_cards cc2, transactions t2 WHERE cc2.number=t2.number AND cc2.type = cc.type AND t2.amount>t.amount)
ORDER BY cc.type",,,"* Write your answer in SQL below: 
		*/
SELECT DISTINCT m.code, m.name
FROM credit_cards cc, transactions t, merchants m
WHERE t.number = cc.number AND t.code = m.code 
AND NOT EXISTS (SELECT *
			FROM credit_cards cc, transactions t, merchants m2
			WHERE t.number = cc.number AND t.code = m2.code AND m2.code = m.code
			AND t.amount >= 888 and (cc.type = 'visa' or cc.type='diners-club'))
ORDER BY m.code, m.name","Missing semicolon, CHECK CODE.","Missing semicolon, CHECK CODE."
A0231982B,"select distinct ssn
from credit_cards c,transactions t
where c.number=t.number
and date(t.datetime)='2017-12-25'
and t.amount>0
and c.type='visa';",,,"select a.first_name,a.last_name
from
(select cu.ssn, cu.first_name, cu.last_name
from customers cu join credit_cards cc on cu.ssn=cc.ssn
where cc.type='visa' and cu.country='Singapore'
intersect
select cu.ssn, cu.first_name, cu.last_name
from customers cu join credit_cards cc on cu.ssn=cc.ssn
where cc.type='visa' and cu.country='Singapore') as a ;",,,"select cu.ssn, count(cc.number)
from customers cu
left join credit_cards cc
on cu.ssn=cc.ssn
group by cu.ssn;",,,"select a.ssn, b.type, count(cc.number)
from(select distinct cu.ssn from customers cu)as a cross join (select distinct cc.type from credit_cards cc)as b
left join credit_cards cc
on a.ssn=cc.ssn and b.type=cc.type
group by a.ssn, b.type
order by a.ssn, b.type;",,,"select cu.country, count(distinct cu.ssn)
from transactions t
join merchants m on t.code=m.code
join credit_cards cc on cc.number=t.number
join customers cu on cu.ssn=cc.ssn
where cu.country<>m.country
group by cu.country;",,,"select t.identifier
from transactions t
join credit_cards cc on cc.number=t.number
where (cc.type,t.amount) in (select cc.type,max(t1.amount) 
							 from transactions t1
							 join credit_cards cc
							 on cc.number=t1.number
							 group by cc.type
							);",,,"select t.identifier
from transactions t
join credit_cards cc on cc.number=t.number
where t.amount >= all (select t1.amount
					   from transactions t1
					   join credit_cards cc1
					   on cc1.number=t1.number
					   where cc1.type=cc.type
							);",,,"select distinct m.code, m.name
from merchants m
where (m.code,m.name) not in
(select m.code, m.name
from merchants m
join transactions t on m.code=t.code
join credit_cards cc on cc.number=t.number
where t.amount>=888
and (cc.type like '%visa%' OR cc.type LIKE '%diners-club%'));",,
A0231989M,"select distinct(c.ssn)
from customers as c, credit_cards as cc, transactions as tx
where c.ssn = cc.ssn and tx.number = cc.number and cc.type = 'visa' and tx.datetime::timestamp::date = '2017-12-25';",,,"select temp.first_name, temp.last_name
from (select c.ssn,c.first_name, c.last_name
from customers as c, credit_cards as cc
where c.ssn = cc.ssn and cc.type = 'visa' and c.country = 'Singapore'
intersect
select c.ssn,c.first_name, c.last_name
from customers as c, credit_cards as cc
where c.ssn = cc.ssn and cc.type = 'jcb' and c.country = 'Singapore') as temp;",,,"select c.ssn,count(cc.ssn)
from customers c 
left join credit_cards cc 
on c.ssn = cc.ssn
group by c.ssn;",,,"select c.ssn,cc.type, (case when count(cc.type) isnull then 0 else count(cc.type) end) as count_cc_type
from credit_cards cc, customers c
where c.ssn = cc.ssn
group by c.ssn, cc.type
union
select c1.ssn,cc1.type,0
from customers c1, credit_cards cc1
where not exists(select c2.ssn,cc2.type, (case when count(cc2.type) isnull then 0 else count(cc2.type) end) as count_cc_type2
				from credit_cards cc2, customers c2
				where c2.ssn = cc2.ssn and c2.ssn = c1.ssn and cc1.ssn = cc2.ssn
				group by c2.ssn, cc2.type)
;",,,"select c.country, count(distinct(c.ssn))
from customers as c, credit_cards as cc, transactions as tx, merchants as m
where c.ssn = cc.ssn and cc.number = tx.number and tx.code = m.code and c.country != m.country
group by c.country;",,,"select temp2.identifier
from (select cc.type,max((case when tx.amount isnull then 0 else tx.amount end)) as max_tx
from credit_cards as cc, transactions as tx
where tx.number = cc.number 
group by cc.type) as temp
left join (select * from transactions as tx,credit_cards as cc where cc.number = tx.number) as temp2
on temp.max_tx = temp2.amount and temp.type = temp2.type;",,,"select tx.identifier
from credit_cards cc, transactions tx
where( tx.number = cc.number and tx.amount >= ALL
	(select tx1.amount
	from transactions as tx1, credit_cards as cc1 
	where cc1.number = tx1.number and cc1.type = cc.type));",,,"select mm.code, mm.name
from merchants mm
where mm.code not in (select m.code
from merchants m, transactions tx, credit_cards cc
where tx.code = m.code and cc.number = tx.number and tx.amount >= 888.0 and (cc.type like 'visa%' or cc.type like 'diners-club%'));",,
A0231990A,"SELECT DISTINCT cc.ssn
FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND cc.type = 'visa'
AND t.datetime >= '2017-12-25'
AND t.datetime < '2017-12-26';",,,"SELECT
	cu.first_name,
	cu.last_name
FROM customers cu, credit_cards cc
WHERE cu.ssn = cc.ssn
AND cu.country = 'Singapore'
AND cc.type = 'jcb'
AND EXISTS (
	SELECT
		cu1.ssn
	FROM customers cu1, credit_cards cc1
	WHERE cu1.ssn = cc1.ssn
	AND cc1.type = 'visa'
	AND cu.ssn = cu1.ssn)
GROUP BY cu.ssn, cu.first_name, cu.last_name
ORDER BY cu.first_name, cu.last_name;",,,"SELECT 
	cu.ssn, 
	(CASE WHEN cc.ssn ISNULL THEN 0 ELSE COUNT(*) END) as cc_count
FROM customers cu LEFT OUTER JOIN credit_cards cc
ON cu.ssn = cc.ssn
GROUP BY cu.ssn, cc.ssn;",,,"SELECT 
	cct.ssn, 
	cct.type, 
	(CASE WHEN cc.ssn ISNULL THEN 0 ELSE COUNT(*) END) as cc_count 
FROM 
  	(SELECT 
   		cu1.ssn, 
		cc1.type 
	 FROM customers cu1, 
	 	(SELECT DISTINCT type 
         FROM credit_cards) cc1) cct 
	 LEFT OUTER JOIN credit_cards cc ON (cct.ssn = cc.ssn AND cct.type = cc.type) 
GROUP BY cct.ssn, cct.type, cc.ssn
ORDER BY cct.ssn, cct.type;",,,"SELECT
	cu1.country,
	count(*) as n_customers
FROM
	(SELECT
		cu.country,
		cu.ssn
	 FROM customers cu, credit_cards cc, transactions t, merchants m
	 WHERE cu.ssn = cc.ssn
	 AND cc.number = t.number
	 AND t.code = m.code
	 AND cu.country <> m.country
	 GROUP BY cu.country, cu.ssn) cu1
GROUP BY cu1.country
ORDER BY cu1.country;",,,"SELECT t.identifier
FROM 
	credit_cards cc, 
	transactions t,
	(SELECT 
	 	cc1.type, 
	 	MAX(t1.amount) as amount
	 FROM credit_cards cc1, transactions t1
	 WHERE cc1.number = t1.number
	 GROUP BY cc1.type) tmx
WHERE cc.number = t.number
AND cc.type = tmx.type
AND t.amount = tmx.amount;",,,"SELECT t.identifier
FROM credit_cards cc, transactions t
WHERE cc.number = t.number
AND t.amount >= ALL (
	SELECT t1.amount
	FROM credit_cards cc1, transactions t1
	WHERE cc1.number = t1.number
	AND cc.type = cc1.type);",,,"SELECT DISTINCT t.code, m.name
FROM transactions t, merchants m
WHERE t.code = m.code
AND NOT EXISTS (
	SELECT t1.code
	FROM credit_cards cc1, transactions t1
	WHERE cc1.number = t1.number
	AND (cc1.type like 'visa%' OR cc1.type like 'diners-club%')
	AND t1.amount >= 888
	AND t.code = t1.code);",,
